"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048008","platelet-derived growth factor receptor signaling pathway","6/100","63/18860",0.0952380952380952,17.9619047619048,9.84563060621498,1.01625372564364e-06,3.43900260757808e-05,2.20366597350095e-05,"IL1B/PLAT/PDGFB/ITGB3/STON1/MIR221",6
"GO:0071706","tumor necrosis factor superfamily cytokine production","9/100","201/18860",0.0447761194029851,8.44477611940298,7.74726482461352,1.22167288365168e-06,4.02676075156878e-05,2.58029337695399e-05,"TNFAIP3/ZC3H12A/IL6/OAS3/OAS2/OAS1/IL1A/ADAM8/TLR2",9
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","9/100","201/18860",0.0447761194029851,8.44477611940298,7.74726482461352,1.22167288365168e-06,4.02676075156878e-05,2.58029337695399e-05,"TNFAIP3/ZC3H12A/IL6/OAS3/OAS2/OAS1/IL1A/ADAM8/TLR2",9
"GO:0032602","chemokine production","7/100","104/18860",0.0673076923076923,12.6942307692308,8.73094255153641,1.32939711496452e-06,4.27089857946828e-05,2.73673356778172e-05,"IL6/IL1B/OAS3/OAS1/TNF/TLR2/CXCL6",7
"GO:0032642","regulation of chemokine production","7/100","104/18860",0.0673076923076923,12.6942307692308,8.73094255153641,1.32939711496452e-06,4.27089857946828e-05,2.73673356778172e-05,"IL6/IL1B/OAS3/OAS1/TNF/TLR2/CXCL6",7
"GO:1903037","regulation of leukocyte cell-cell adhesion","12/100","401/18860",0.029925187032419,5.64389027431421,6.86266760647165,1.41014533282901e-06,4.41386167085916e-05,2.82834236716743e-05,"ZC3H12A/IL6/IL1B/IL1A/VNN1/VTCN1/ADAM8/TNFSF14/TNF/MAP3K8/STAT5A/MIR221",12
"GO:1901099","negative regulation of signal transduction in absence of ligand","5/100","37/18860",0.135135135135135,25.4864864864865,10.8849346939228,1.44346146052526e-06,4.41386167085916e-05,2.82834236716743e-05,"IL1B/IL1A/CSF2/TNF/IFI6",5
"GO:2000406","positive regulation of T cell migration","5/100","37/18860",0.135135135135135,25.4864864864865,10.8849346939228,1.44346146052526e-06,4.41386167085916e-05,2.82834236716743e-05,"CCL20/ADAM8/ITGB3/TNFSF14/S100A7",5
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/100","37/18860",0.135135135135135,25.4864864864865,10.8849346939228,1.44346146052526e-06,4.41386167085916e-05,2.82834236716743e-05,"IL1B/IL1A/CSF2/TNF/IFI6",5
"GO:0014015","positive regulation of gliogenesis","6/100","70/18860",0.0857142857142857,16.1657142857143,9.28092820382069,1.90332689851947e-06,5.75076627195526e-05,3.68501260427642e-05,"LIF/IL6/IL1B/TNF/ZNF488/MIR221",6
"GO:0045124","regulation of bone resorption","5/100","40/18860",0.125,23.575,10.4349616747289,2.1517138490834e-06,6.42476441055725e-05,4.11690142022768e-05,"TNFAIP3/IL6/ADAM8/ITGB3/PDK4",5
"GO:0032722","positive regulation of chemokine production","6/100","73/18860",0.0821917808219178,15.5013698630137,9.06326451307528,2.43967495435001e-06,7.11278014051885e-05,4.55777251756527e-05,"IL6/IL1B/OAS3/OAS1/TNF/TLR2",6
"GO:0032728","positive regulation of interferon-beta production","5/100","41/18860",0.121951219512195,23,10.2957799356925,2.44030159823412e-06,7.11278014051885e-05,4.55777251756527e-05,"OAS3/OAS2/OAS1/IRF7/TLR2",5
"GO:0072676","lymphocyte migration","7/100","114/18860",0.0614035087719298,11.580701754386,8.27285677019934,2.46621218426185e-06,7.11278014051885e-05,4.55777251756527e-05,"CCL20/SAA1/ICAM1/ADAM8/ITGB3/TNFSF14/S100A7",7
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","7/100","117/18860",0.0598290598290598,11.2837606837607,8.14644731208248,2.93432897036811e-06,8.36778306381378e-05,5.36196127642665e-05,"IL6/OAS3/OAS2/OAS1/IL1A/ADAM8/TLR2",7
"GO:0014002","astrocyte development","5/100","43/18860",0.116279069767442,21.9302325581395,10.0317338724747,3.10836230275798e-06,8.75382056226795e-05,5.60932884107004e-05,"S100A8/S100A9/IL6/IL1B/TNF",5
