"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LIF",973.153545590971,1.30633118487978,0.113522704454519,11.5072239615569,1.21321076272348e-30,7.10074927839731e-28
"HBEGF",989.829859322713,1.29076851852517,0.112750908835364,11.4479655362239,2.40729081163968e-30,1.34490960753924e-27
"RHCG",1095.41966475957,1.34755237061097,0.117805613116584,11.4387789763243,2.67625428566918e-30,1.43016701848521e-27
"IRF9",677.701325569849,1.24935054213185,0.112178932066634,11.1371228011847,8.27496299671468e-29,4.2378154246925e-26
"SLC6A14",1661.10492795355,1.21704616781721,0.109540438004404,11.1104738121303,1.11565956338463e-28,5.48502867742418e-26
"IL6",114.45210859026,2.92730013637397,0.268331539250091,10.9092659944296,1.04093407551781e-27,4.92081566238054e-25
"SPRR2A",506.9130836288,1.68654865793569,0.155274516708145,10.8617221530674,1.75409580572325e-27,7.98503390672018e-25
"IL1B",4404.04473457279,1.06146037807027,0.0987231839870044,10.7518855774546,5.80623612322836e-27,2.54873029252142e-24
"TNFAIP2",736.720456678303,1.54830958395504,0.145778133132759,10.6210002191825,2.37997173861413e-26,1.00869767721746e-23
"MMP9",318.592984927733,2.28412309834402,0.216700045970907,10.5404827585993,5.62096101518235e-26,2.30290772792021e-23
"PDZK1IP1",133.0940545461,2.42804426219576,0.238347158564544,10.1870073753711,2.26633436557117e-24,8.9856502216888e-22
"IL32",858.982833964678,1.21956051973267,0.119822249779853,10.1780806317136,2.48412675770481e-24,9.54137561842181e-22
"CSF3",68.0806647078125,4.84929515756782,0.48796909287601,9.93770963850778,2.85311505458026e-23,1.06265567078321e-20
"BIRC3",270.066058416931,1.65989535091922,0.16736760599618,9.91766202927645,3.48831247614184e-23,1.22750438954491e-20
"SERPINA3",2128.11227830907,1.46666182761487,0.147886873838191,9.91745778073318,3.4954563204029e-23,1.22750438954491e-20
"OAS3",976.947029311531,1.31645686606649,0.133083275572543,9.89197823996218,4.51025687440524e-23,1.53987686786986e-20
"PLAT",444.400825804319,1.39409500443589,0.141065855638268,9.88258284138387,4.95392794416296e-23,1.64564130707316e-20
"OAS2",662.865376276386,1.26510735166864,0.130166549159052,9.71914335781302,2.49874764160222e-22,8.08213349024549e-20
"OAS1",197.634153896915,1.69504039899243,0.184642405294745,9.18012520626901,4.30590476167223e-20,1.35702244681316e-17
"IER3",5057.25419212265,0.951080974417698,0.105171730126973,9.04312378687183,1.52257300390778e-19,4.67848619775763e-17
"IRAK2",190.50595103526,1.59919816019333,0.177913529279292,8.98862591659836,2.50340547794119e-19,7.50472115350613e-17
"CXCL2",593.026592975854,1.39009583996053,0.155822871285411,8.92100003352126,4.62096466963172e-19,1.35229230367723e-16
"PGLYRP4",104.257915506839,2.03606586520828,0.229814895129154,8.85959051550611,8.03088775850492e-19,2.29552654511125e-16
"NFKB2",1183.06936562282,0.96802777838784,0.110446359505381,8.76468706368434,1.87296185153455e-18,5.23194866300255e-16
