"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TOM1",659.779524675436,0.174217698923037,0.118103338563744,1.4751293320045,0.14017777590514,0.569561997900852
"IRX2",382.556528291783,-0.256238141631712,0.173693702181055,-1.47522989270281,0.140150747382244,0.569561997900852
"PNPLA3",206.665578016796,0.275274515300574,0.186719520549673,1.47426747075083,0.140409589898027,0.570315356720639
"SEC24A",615.241888204589,0.187031850134482,0.126938363217386,1.47340682039664,0.140641372308794,0.57106808954324
"RELA",1639.28264047659,0.173649603330993,0.117964044947682,1.47205534879724,0.141005931768133,0.572359282484189
"FAM86HP",8.75819774260426,-1.02641761265629,0.698149334855806,-1.47019779495784,0.141508191751378,0.574208380592997
"SDF2",613.340927859355,0.188220857766808,0.128060025858663,1.46978619209825,0.141619669987093,0.574471077165466
"ZNF616",249.216824423285,-0.273063191458567,0.185891251211571,-1.46894052129319,0.141848922600173,0.57521118696098
"DLK2",64.9246720529336,-0.381409154081141,0.25969716240196,-1.46866893174133,0.141922608164899,0.575320177095901
"ATP6V0B",594.943673706576,0.17757157856862,0.120945258361139,1.46819793495663,0.142050465049765,0.575648620483567
"MFAP2",1068.52823242851,0.173181189225451,0.118038152143184,1.46716282897565,0.142331765958117,0.57574655360349
"ZFP36L1",17737.8652129524,0.127769126288155,0.087091074107351,1.46707487073431,0.142355689236108,0.57574655360349
"RANBP17",29.6388284809123,-0.557943187778205,0.380206695712631,-1.46747333508274,0.14224733779393,0.57574655360349
"COL1A2",16.4585934757829,-0.853753966329819,0.581801263746087,-1.46743229953247,0.142258493359557,0.57574655360349
"ASNS",117.786755270284,-0.318129413942865,0.216760854557117,-1.46765159508557,0.142198885386358,0.57574655360349
"CLCN5",213.206574826553,-0.2602263956338,0.177363772046515,-1.46719024201602,0.142324310667127,0.57574655360349
"GGPS1",419.237767934067,-0.212059854940092,0.144670043565726,-1.46581731582703,0.142698062383248,0.576890667172959
"LRRC58",250.083399712921,-0.324357362187666,0.221325940924284,-1.46551895739428,0.142779384064774,0.576890667172959
"PCYT1B",66.7429170627622,0.387272045024057,0.264251053700143,1.46554588752373,0.14277204242867,0.576890667172959
"RNF41",515.703438193857,0.174804109282994,0.119321405210638,1.46498533917207,0.142924917721205,0.57699628576136
"FAM207A",125.463394411739,0.292996871622337,0.200034083755721,1.46473473980635,0.142993302939476,0.57699628576136
"UBXN2B",292.326874213951,-0.238961337820291,0.163141325862799,-1.46475049504781,0.142989002805064,0.57699628576136
"MID2",258.48572493942,-0.234672987511055,0.160161701255017,-1.46522536706449,0.142859440852074,0.57699628576136
"ATF3",105.736757080439,0.357617541759751,0.244250782452097,1.46414082349925,0.143155475031575,0.577060198085358
"PACRGL",94.361933783764,-0.331446174085553,0.226383329371564,-1.46409267416307,0.143168628652445,0.577060198085358
"NDUFS6",689.354042968614,0.167304158774598,0.114262819397403,1.46420471380738,0.14313802266296,0.577060198085358
"GNB2",1474.14445647408,0.195753307015334,0.133712275701385,1.46398904654426,0.143196941189516,0.577060198085358
"ATP1A3",8.09750811910027,-1.03463549333147,0.706928865935867,-1.46356379430308,0.14331317112749,0.577339294109465
"STXBP3",495.305863609749,-0.202844213572811,0.138629748807416,-1.46320840452941,0.143410361762243,0.577520957319114
"JUP",13591.4061688122,0.163577539386524,0.111805436359622,1.46305532818974,0.143452240069584,0.577520957319114
"TRAPPC10",1035.81328459053,0.155921131452367,0.106598621192837,1.46269369816994,0.143551211316955,0.577730169710769
"SF3B4",1356.91321934665,0.161593219643277,0.110507488174797,1.46228298473018,0.143663679270691,0.577993545635371
"SCAF11",2484.22444162717,-0.136882070493253,0.0936224492509083,-1.46206461792522,0.143723503381909,0.578004484327827
"MAGIX",14.7074557811599,0.802261442458318,0.548768791524271,1.46192978691434,0.14376045143521,0.578004484327827
"PHC2",925.305730833399,0.154220486758162,0.105507754982359,1.46169811673035,0.143823953560501,0.578070704124304
"NUP107",575.598479301224,-0.20858642440621,0.142728943966826,-1.46141643459992,0.143901193220388,0.578192077761291
"PRSS22",648.596458874681,0.201103108970095,0.137692269572382,1.46052577675306,0.144145628542457,0.57879579236045
"ZNF320",648.842862844926,-0.210234882149697,0.143942473010538,-1.46054793802457,0.144139542664913,0.57879579236045
"RP9",193.217758907336,0.246649431637167,0.168938107310698,1.45999878632207,0.144290407490924,0.579187915895149
"BCAS4",107.315087869859,-0.318767045426634,0.218395126459,-1.45958863915618,0.144403163452345,0.579451283706423
"SCN4B",53.908744908393,-0.436437686365947,0.299172763100795,-1.45881490628512,0.144616058743701,0.580116180815544
"HNRNPA1L2",125.057328615691,-0.299577887988341,0.205393537863604,-1.45855556656939,0.144687470762594,0.580213279981416
"CAMK1D",39.6991295707849,0.497633062712012,0.341257017034576,1.4582353999232,0.144775669406616,0.580244936105605
"CDH11",385.862357866674,0.200854994879804,0.137791775388399,1.45767041838053,0.144931409473941,0.580244936105605
"LOC93622",214.609735252412,0.239479118172639,0.164287647575014,1.45768182640325,0.14492826352472,0.580244936105605
"UNC5CL",16.4382404445282,-0.754915103962266,0.51777990312661,-1.45798455946961,0.144844799033167,0.580244936105605
"PGK1",21391.6981144385,0.138321107570987,0.0948665652278739,1.45805961498378,0.144824111681708,0.580244936105605
"ATXN7L1",159.994683103043,-0.257629563252412,0.176800790699417,-1.45717427073284,0.145068280938825,0.580603790628166
"RTF1",1826.18137769498,-0.139521352853526,0.0957882193196695,-1.45656066940662,0.145237691083053,0.580926844974068
"OCEL1",64.732245827095,-0.39465785504554,0.271082950778949,-1.45585642295652,0.145432314281113,0.580926844974068
"PPP1CB",2723.31882520637,-0.164168515662489,0.112725800372313,-1.45635262841577,0.145295163825787,0.580926844974068
"AMMECR1L",958.885753723469,0.157023314129809,0.1078146996309,1.45641841666649,0.145276987490039,0.580926844974068
"TTC21B",98.7407097344752,-0.322967269669578,0.221840204682027,-1.45585544393317,0.145432584979677,0.580926844974068
"FER1L6",131.365546086367,0.310370190916232,0.213178456865783,1.45591724172974,0.145415498733283,0.580926844974068
"JAK1",2165.31622415414,0.144498848917353,0.0994031114578003,1.45366525049568,0.146039136810175,0.580935990259398
"SIRT1",105.521383806763,-0.30794362419905,0.211733537095815,-1.45439229147576,0.145837575887158,0.580935990259398
"CNTN1",241.592831758065,-0.246429348272249,0.16962355683657,-1.45280144378578,0.146278890985678,0.580935990259398
"NUAK1",378.338398607711,0.200214730997986,0.137726178145334,1.45371587082531,0.146025096200927,0.580935990259398
"PDPR",692.327672745069,-0.161515997162375,0.111172506020859,-1.45284120097166,0.146267849557993,0.580935990259398
"SWSAP1",39.2901335179341,-0.493715759357773,0.339842742138745,-1.45277711758872,0.146285647209571,0.580935990259398
"ANKZF1",1533.08312318221,0.147571302277453,0.101490889808005,1.45403496369596,0.145936612888102,0.580935990259398
"C21orf58",26.1826478806484,-0.573359497726243,0.39418734608351,-1.45453552333152,0.145797892179955,0.580935990259398
"LOC100130899",530.875855762915,-0.172575643323151,0.11867409012207,-1.45419815855033,0.145891375402329,0.580935990259398
"LRRN1",79.03123027404,-0.37156324024428,0.255734384684817,-1.45292640527091,0.146244188635006,0.580935990259398
"TWF2",432.399533575953,0.216248794073075,0.148577787099981,1.45545843893581,0.145542388101168,0.580935990259398
"PIK3CA",281.065429138782,-0.247063778186611,0.169972322001592,-1.45355299778923,0.146070276136806,0.580935990259398
"SCAF8",924.607248795188,-0.164882735536,0.113413769492419,-1.45381584858637,0.145997368309087,0.580935990259398
"PLOD3",1180.34227311937,0.176676535925018,0.121387642039967,1.45547382712029,0.145538130875109,0.580935990259398
"THAP5",93.6456556819665,-0.366055390541809,0.251673140303769,-1.45448731676324,0.145811247331515,0.580935990259398
"HEY1",31.0709628945072,-0.599962425180967,0.412919794119935,-1.45297569582412,0.146230502165547,0.580935990259398
"PABPC1",22149.0916631117,-0.123512402072553,0.0849489375887812,-1.45396052709274,0.145957250221272,0.580935990259398
"VBP1",172.994032295187,-0.361925255036017,0.249126442992822,-1.45277735549913,0.146285581132489,0.580935990259398
"S100A16",7863.54279356147,0.153009649307278,0.105365389384015,1.45218131116679,0.146451197753332,0.581405578677714
"PGAM1",3207.92153739615,0.135791877448344,0.0937141602468611,1.44900063224856,0.147337406012521,0.581754001252823
"TMPO",638.150830563052,-0.183509032434565,0.126590139690876,-1.44963132896985,0.14716135472219,0.581754001252823
"MAPKAPK5",387.023026504943,0.19015929857518,0.131058133571617,1.45095381257866,0.146792721848365,0.581754001252823
"LAMP1",5168.7760788899,-0.134666135877346,0.0928824686696043,-1.44985526123743,0.147098885470169,0.581754001252823
"DAD1",1991.43028739872,0.134131362834928,0.0925090277012452,1.44992727918512,0.147078799297299,0.581754001252823
"GNPNAT1",487.490769084075,-0.27251538267182,0.187967924853833,-1.44979726133452,0.147115063463624,0.581754001252823
"UBE2Q2",925.485481990875,-0.169999180814366,0.117116978057549,-1.45153319043829,0.146631447057683,0.581754001252823
"ANKRD29",191.202049724907,-0.263890734782685,0.182107189976204,-1.4490956387673,0.147310875807239,0.581754001252823
"ZNF254",139.161540837036,-0.312334700083231,0.215206099232356,-1.45132829040317,0.146688467239881,0.581754001252823
"TMEM214",1291.79120666922,0.141531935677348,0.0975699568876196,1.45056880408755,0.146899967268712,0.581754001252823
"TTLL12",962.10975445014,0.23160152861906,0.159715996719025,1.45008348178484,0.147035240803166,0.581754001252823
"RPL24",8037.73158716172,0.139667519864362,0.0963024757765798,1.45030040752419,0.146974765480541,0.581754001252823
"MFSD10",577.917628440787,0.241979564081236,0.166961079460451,1.449317199333,0.147249020060198,0.581754001252823
"HLA-A",4557.08754567895,0.202868482023259,0.139877595159078,1.45032863763881,0.14696689678858,0.581754001252823
"HILPDA",635.947044336875,0.174697909673188,0.120566258215004,1.44897844769846,0.147343601488897,0.581754001252823
"PKIA",36.5349219204897,-0.487412481779247,0.335990608818284,-1.45067293247728,0.146870956042945,0.581754001252823
"TCEAL7",33.0654146236681,-0.543127558574829,0.374372284148138,-1.45076861074447,0.146844302970072,0.581754001252823
"TP73",10.9858594842595,-0.940500606026813,0.649566169944334,-1.44789037598342,0.147647711622873,0.581759633207191
"FAR1",1093.38823659182,-0.172860029753354,0.119317080611034,-1.44874504863949,0.147408794883576,0.581759633207191
"ACACB",24.81798331825,-0.634567020742898,0.438325817264233,-1.44770623985483,0.14769922409688,0.581759633207191
"MED13L",1391.60122721326,-0.147901099047787,0.102193691869773,-1.44726251045183,0.147823414770137,0.581759633207191
"SMAD7",254.033849750685,0.23446392344101,0.161938362776478,1.44785904600406,0.147656475281807,0.581759633207191
"TGFB1",2174.91667719865,0.166663333801693,0.115147363394754,1.44739166306683,0.147787259397175,0.581759633207191
"SNX8",194.177549014667,0.249890532829134,0.172557771821235,1.44815576946609,0.147573491389056,0.581759633207191
"CHD7",738.447087861161,0.174320716004572,0.120461145634177,1.44711155689951,0.147865681729661,0.581759633207191
"RAB14",1234.53217203627,-0.197597485764056,0.136539080259515,-1.44718629559017,0.147844753759581,0.581759633207191
"PHEX",66.1041176548598,-0.392914371124957,0.271350447070054,-1.44799603379138,0.14761815982656,0.581759633207191
"VAMP7",267.632150209391,-0.236124734052844,0.163097975048763,-1.4477477968825,0.147687597229979,0.581759633207191
"ETV6",722.851044449744,0.172298863005638,0.119112519090131,1.44652186287203,0.148030884424258,0.582082420264202
"CHN1",20.4351460488764,-0.677102705208597,0.468103541448089,-1.44648062929403,0.148042441277837,0.582082420264202
"CTSS",172.156161957555,0.261704291786825,0.180977148717062,1.44606263079087,0.148159635865173,0.582128006997191
"GTF2H5",536.094629163645,-0.182356973594934,0.126117206438571,-1.44593254754462,0.14819612186919,0.582128006997191
"GLI3",259.649040913223,-0.211034391182907,0.145947679214402,-1.44595921167675,0.14818864250191,0.582128006997191
"ATG2B",414.639519543865,-0.193640638595452,0.13398027457242,-1.44529214627623,0.148375842950163,0.582275697860936
"CCDC88A",599.165445035889,-0.182429099277074,0.12621595517021,-1.44537272669733,0.148353219851995,0.582275697860936
"PDRG1",234.60136058536,-0.233010861052716,0.161189609129977,-1.44556998624412,0.148297849998442,0.582275697860936
"FAM76A",148.502179435022,-0.267523978192458,0.185609148485827,-1.44132969939726,0.14949156065482,0.582322972496939
"GSTM2",23.0407180898732,-0.657534294673929,0.456263019839942,-1.44112993182001,0.149547978839809,0.582322972496939
"RAP1A",626.17474904146,-0.179157798170884,0.124159239356452,-1.4429679103988,0.149029511050926,0.582322972496939
"URB2",168.201250042111,0.263003665210975,0.182696416241389,1.43956663530542,0.149990044838335,0.582322972496939
"THNSL1",124.565919899166,-0.325698049206728,0.225402427522159,-1.44496247350624,0.148468426616609,0.582322972496939
"KAT6B",721.868402153776,-0.167449809491409,0.115920091806546,-1.44452792334618,0.148590530928256,0.582322972496939
"CCNT1",552.863894667587,-0.186071455980844,0.128849892148867,-1.44409477476214,0.148712317711654,0.582322972496939
"MARCH9",210.974040107944,0.234848494387508,0.162848218895801,1.44213118190613,0.149265369944751,0.582322972496939
"DIAPH3",188.63618552264,-0.283556546507758,0.19682369385341,-1.4406626608631,0.149680008538277,0.582322972496939
"FLYWCH2",118.509351220944,-0.309326563559589,0.214638815736549,-1.44114922782308,0.149542528570714,0.582322972496939
"SRCAP",2236.39798661504,0.139170437319826,0.0966663656812867,1.43969866187663,0.149952672128067,0.582322972496939
"ZC3H18",1277.23485181643,0.145139756357908,0.100557326063414,1.44335337901069,0.14892095006485,0.582322972496939
"FAM222B",778.267196804917,0.16806457874291,0.116652082051379,1.44073363961807,0.149659947417063,0.582322972496939
"MAP3K14",91.7544825602288,-0.351723256288004,0.244090902254015,-1.44095192831882,0.149598264119673,0.582322972496939
"MOCOS",161.69475757361,0.260685606319417,0.180666868804263,1.44290764568377,0.149046489090297,0.582322972496939
"NWD1",37.0116591291361,-0.487104824515491,0.338107595202971,-1.44067992386588,0.149675129210769,0.582322972496939
"RYR1",61.8043621975312,0.392637045007647,0.272784225231404,1.43936858766144,0.150046119428672,0.582322972496939
"ZNF432",452.460704003068,-0.183671688860624,0.127416511766898,-1.44150617776009,0.149441733301803,0.582322972496939
"ZNF702P",280.801147152751,-0.230782032309744,0.159946629449084,-1.4428689938928,0.149057379019195,0.582322972496939
"MSH2",155.295137221511,-0.278258887112896,0.19267316337605,-1.44420158073496,0.148682280394361,0.582322972496939
"REV1",586.789159853971,-0.168070978919854,0.116554904567028,-1.44198976048408,0.149305262259341,0.582322972496939
"GRB14",45.1100911310163,0.46096250427198,0.319624609545438,1.44219966330987,0.149246055556474,0.582322972496939
"SESTD1",772.01421535866,-0.163069919455673,0.113204513270546,-1.44048955951035,0.149728941741133,0.582322972496939
"HDAC4",84.7407302186304,0.333530480506495,0.231032466750953,1.44365199054916,0.148836892473339,0.582322972496939
"ARFRP1",394.640944472623,0.190347689137208,0.131745199009473,1.44481689327837,0.148509324686813,0.582322972496939
"APOBEC3G",29.6946880021863,0.580985550930163,0.403608005362823,1.43947975067513,0.150014643112537,0.582322972496939
"CRBN",255.889939065418,-0.212696432117197,0.147259755695346,-1.44436225031656,0.148637103602943,0.582322972496939
"SDHA",2339.47423224983,0.143698839282885,0.0997200042960934,1.44102319586958,0.149578129772208,0.582322972496939
"CEP120",302.875305391866,-0.225224952659707,0.156276177005073,-1.44119824899733,0.149528682934509,0.582322972496939
"ZKSCAN8",320.201125069733,-0.211427195494202,0.146831112721401,-1.43993457228215,0.149885910746059,0.582322972496939
"C6orf132",1744.35432688586,0.150715835418709,0.104561496437024,1.44140855433801,0.149469294982394,0.582322972496939
"RAD54B",51.5946000631972,-0.456227002036402,0.316076930987055,-1.44340493503174,0.148906434725799,0.582322972496939
"TMEM245",1127.33132883291,-0.15371508363061,0.106592668815403,-1.44207932251714,0.149279997555156,0.582322972496939
"ZFP37",14.704451038963,0.764895296238276,0.531041142701309,1.44036918184417,0.149762977928091,0.582322972496939
"ENOX2",187.260722712743,0.248626852297715,0.17267511366032,1.43985341620683,0.149908874922295,0.582322972496939
"GEMIN7",164.433030602413,0.267974396382669,0.186237608017304,1.43888444034231,0.150183266701822,0.582671253482352
"ZWINT",277.107021502044,-0.231790759962886,0.161117848758107,-1.4386411049398,0.150252233847453,0.582692613362356
"INSR",191.85485450609,0.262525155911162,0.182516582281754,1.43836331268738,0.150330996417869,0.582692613362356
"GSDMC",133.027828735769,0.284205679341943,0.197569747171017,1.43850808846728,0.150289944144452,0.582692613362356
"CD40",109.010283924822,0.297561241555596,0.206914441231432,1.43808832184301,0.150408995706294,0.5828111495038
"ZNF675",137.995191405708,-0.324704475871444,0.225880738543885,-1.43750404733319,0.150574823630872,0.582959402121084
"INPP5D",2393.59283265551,-0.136318493341683,0.094833409594962,-1.43745220090584,0.150589545336786,0.582959402121084
"ATP9A",1051.41904812977,-0.150546437074213,0.104723418393224,-1.43756228916181,0.150558287270025,0.582959402121084
"SLC7A6",703.632681760977,0.157497626753007,0.109590490520149,1.43714683642236,0.150676275331978,0.583111492476493
"GON4L",1200.43052657379,0.139177202258578,0.0969534798572481,1.43550497066737,0.151143252910983,0.58381575158042
"ABTB2",163.129863304821,0.249964172351484,0.174102766856371,1.43572774209669,0.151079827933316,0.58381575158042
"PET100",447.249517229934,0.189862907841479,0.132186110307728,1.43633024225829,0.150908392457103,0.58381575158042
"HIBCH",257.485939724111,-0.234531276963716,0.163370496703453,-1.43557913880517,0.151122134339882,0.58381575158042
"YEATS2",1891.56403110327,0.132846281431883,0.0925189100448795,1.43588247383633,0.15103578638801,0.58381575158042
"CEP19",61.8329363359873,-0.401733959492957,0.279834605062707,-1.43561215169558,0.151112735001302,0.58381575158042
"NFRKB",533.324945330268,0.17644599700432,0.122982831523934,1.43472056073112,0.151366742785968,0.584159342759933
"PELP1",478.766635244778,0.183016113930879,0.127564710830606,1.43469234351111,0.151374786973427,0.584159342759933
"HDDC2",362.155971896204,0.207329664313754,0.144508057503291,1.43472736327545,0.151364803559952,0.584159342759933
"PGGT1B",273.652944514625,-0.222934658773237,0.155422535087496,-1.43437795971951,0.151464433782557,0.584321831645138
"ATAD3B",258.592586882304,0.293613541609231,0.205114989613105,1.43145823795255,0.152298927728129,0.584553151869251
"CRYZ",634.743962648474,-0.183661829700677,0.128311695046885,-1.43137248427407,0.152323490026051,0.584553151869251
"LPAR3",259.971053602851,-0.243176567611686,0.169585655199175,-1.43394538486218,0.15158784897217,0.584553151869251
"WAC-AS1",313.208328145689,-0.209184245034879,0.14610785798777,-1.4317111202355,0.152226512587727,0.584553151869251
"MARCH8",99.6504363409226,-0.327095270472632,0.228170763448562,-1.43355470056255,0.151699378444031,0.584553151869251
"BICC1",134.70200089461,0.312972122456742,0.218567129786222,1.43192676210213,0.152164782286505,0.584553151869251
"BCAT1",121.688121284827,-0.302806989429034,0.211289859503241,-1.43313545733315,0.151819130193877,0.584553151869251
"IFT81",317.695656677478,-0.248798041452748,0.173703639415685,-1.43231334869937,0.152054164529783,0.584553151869251
"NAGPA",133.668585657689,-0.29774064130341,0.208015371334307,-1.43133961396008,0.152332905820292,0.584553151869251
"FANCA",94.5711437677915,0.313182039170612,0.218475864547548,1.43348575285053,0.151719067578778,0.584553151869251
"ZNF28",309.743647636618,-0.260911098964995,0.182057117607455,-1.43312770406242,0.151821345499487,0.584553151869251
"C3orf33",15.3004708259286,-0.763954434133925,0.533273143104311,-1.43257623979854,0.151978975940517,0.584553151869251
"SLBP",390.701910202541,-0.200143668350882,0.139671857703031,-1.432956299446,0.15187032642263,0.584553151869251
"PCDHGA11",40.9075354977847,-0.463282757990359,0.323495268437222,-1.43211602515375,0.152110618969684,0.584553151869251
"LFNG",58.3815943166158,-0.402433290465637,0.280997725708343,-1.43215853242647,0.152098456253293,0.584553151869251
"GINS4",110.41832424218,-0.299960795603017,0.209386752070397,-1.43256816697824,0.151981284399025,0.584553151869251
"KDM5C",2385.20104825118,0.135296056214653,0.094504064294256,1.43164272589784,0.152246095341707,0.584553151869251
"RFX5",1364.8192541787,0.137948788011283,0.0964062835633623,1.43091075511294,0.152455794247228,0.58484212456076
"MAPK13",1851.09806041234,0.133311497533089,0.0931823470746418,1.4306518532561,0.152530018439531,0.584944292243456
"CACUL1",774.843157603819,-0.158055678513603,0.110518361102127,-1.43013049539839,0.152679569200937,0.585068291693008
"FOXRED1",209.684761942406,0.232886649817159,0.162849740075727,1.43007074932305,0.15269671440103,0.585068291693008
"SLC7A2",14.1109890748505,0.870229982572137,0.608534846334986,1.43004133257653,0.152705156598419,0.585068291693008
"ZFP3",38.5114470366346,-0.477462914124756,0.333966714521464,-1.42967216002022,0.152811134189074,0.585145289850831
"NUDT1",111.196356857534,0.333762225499744,0.23345898727936,1.42963965272564,0.152820468669853,0.585145289850831
"COX20",451.268255724461,-0.180116313770036,0.126041093908171,-1.42902848733813,0.15299604578125,0.585270587829863
"RNF13",439.846049696098,-0.224132471218016,0.156839350857609,-1.42905763121591,0.152987669772812,0.585270587829863
"FAM13A",281.328342993362,-0.206502957095259,0.144497734111369,-1.42910861796698,0.152973016918135,0.585270587829863
"MCCC1",267.747501023658,-0.227551772878432,0.159266809253361,-1.42874572514631,0.153077330310183,0.585399336291992
"MRPL16",500.207933653725,0.185249603019983,0.129704003046081,1.42824892578039,0.153220222811413,0.585763532993802
"CDHR1",88.3933386760626,-0.332345018142233,0.232728424086064,-1.42803793497665,0.153280939971951,0.585813443157727
"FAM102B",59.1888393899762,-0.41539617261231,0.291248125425894,-1.42626213303475,0.153792690661477,0.586856864613541
"ZFYVE27",349.063115256523,0.192224919660929,0.134772420594702,1.42629270003988,0.153783870888092,0.586856864613541
"UBXN1",2255.18041971013,0.155238562490403,0.108838472366435,1.42632066690305,0.153775801693935,0.586856864613541
"AP2S1",791.711955618475,0.156817594836646,0.109913968746531,1.42673034760739,0.153657634652412,0.586856864613541
"BCAP31",3456.32960995831,0.138137698195771,0.0968347145879367,1.42653075174117,0.153715196843058,0.586856864613541
"THAP3",106.566631306136,0.319923214651727,0.224352995283741,1.42598147284425,0.153873690049831,0.586983713346514
"CDK6",1555.43223913788,-0.17958606308794,0.125955102940689,-1.42579426236113,0.153927737593925,0.587007701758278
"TICRR",89.252221728612,0.326835728129094,0.229335078762588,1.42514494464862,0.154115307012403,0.587358523562617
"TMEM175",69.2001490496486,-0.391427966562331,0.274649166936419,-1.42519262275041,0.154101528258588,0.587358523562617
"CENPL",67.2158323559945,0.393558879684634,0.27631325273973,1.42432140254721,0.154353454705813,0.587537414614169
"RAB1B",6013.05071142772,0.154610823738238,0.108533419164866,1.42454577519002,0.154288544077252,0.587537414614169
"WNK2",12.6470906769847,0.870474777337208,0.611113659239871,1.42440733270459,0.154328592804484,0.587537414614169
"GPKOW",325.83054881302,0.212994892002224,0.149514301880422,1.42457871470097,0.154279016478389,0.587537414614169
"PRPF4B",1865.26388275383,-0.149103896164893,0.104705300799654,-1.42403388392143,0.154436663689135,0.587672146564444
"MBIP",228.553646545411,-0.268122169093218,0.18842811492541,-1.42294141826635,0.154753138180224,0.588409128938062
"ELAC2",1402.46795386,0.155655364551349,0.109395382086151,1.42286960914645,0.154773957680966,0.588409128938062
"NGEF",10.4388377512555,-0.926759076996878,0.651306142851205,-1.42292390017977,0.154758216974252,0.588409128938062
"MVD",829.559277494813,0.206732732713584,0.1453295676523,1.42250978966779,0.154878311592755,0.588623787194357
"ACADSB",203.812586095225,-0.250727015100423,0.176328233173821,-1.42193346231321,0.155045567882972,0.589077302890141
"S100PBP",308.870676964064,-0.200443048804653,0.141005503052416,-1.42152642602993,0.155163776731984,0.589204165293096
"CEP350",639.504973125674,-0.169008787760978,0.11897228229967,-1.42057279640375,0.155440991641158,0.589204165293096
"NARS2",145.636630029247,0.262828729535794,0.1850470987968,1.42033423514738,0.155510398845562,0.589204165293096
"C12orf4",288.329552004538,-0.206172387832909,0.145140432740039,-1.42050277748712,0.155461360562763,0.589204165293096
"C18orf21",173.122447701695,-0.263758904211096,0.185561266863965,-1.42141142205317,0.155197187839504,0.589204165293096
"TIMM44",449.093055679091,0.177796759999285,0.125145872666431,1.42071613079236,0.15539930112867,0.589204165293096
"CLPTM1",1256.50034011065,0.165514370327283,0.116503405347697,1.42068268162047,0.155409029458943,0.589204165293096
"STMN3",22.3576088600853,-0.617337874096509,0.434596628040739,-1.4204847305871,0.155466610842304,0.589204165293096
"URB1",972.806185547275,0.14711685874982,0.103530994094052,1.42099339465603,0.155318679726373,0.589204165293096
"ZNF461",60.8395348093906,-0.381650225356935,0.268885810741798,-1.41937659076931,0.155789253441794,0.590078802481693
"ZC2HC1C",21.1546839981813,-0.659046140759873,0.464447962597698,-1.41898811887078,0.155902479938651,0.590143942385576
"ZNF516",574.13024898566,-0.167517621322682,0.118052527789332,-1.41900918565354,0.155896338078926,0.590143942385576
"COQ5",287.055050445574,-0.222240504731957,0.156676884531849,-1.41846390037696,0.156055370974565,0.590177404507195
"IP6K3",13.0367019654838,-0.804280651656155,0.566952565278135,-1.41860307354213,0.156014769313785,0.590177404507195
"AMOT",18.3131076347582,-0.679271849271665,0.47885295421126,-1.41853953974352,0.156033303341849,0.590177404507195
"PTPRK",4986.04360950277,0.130966917354411,0.0923732619985847,1.41780115285328,0.15624882750592,0.590727265110817
"CPNE7",95.3469575356833,0.316570521843048,0.223333536224312,1.41747866081828,0.156343028961857,0.590901650974843
"DRAM2",719.09470641093,-0.184993829159991,0.130599521004934,-1.41649699582743,0.156630043116918,0.591440817188951
"PCDHGA10",45.9034867391331,-0.444202688340725,0.313588770065865,-1.41651337912205,0.156625249777327,0.591440817188951
"DPM2",288.770247686781,0.21910093660884,0.154656796758951,1.41669128806755,0.156573205260758,0.591440817188951
"CTF1",83.5376191395749,-0.369397301873495,0.260897027396453,-1.41587393907776,0.156812416406845,0.591497453780921
"PARD3B",96.8371146917069,-0.334389781860394,0.236213724142718,-1.41562385112882,0.156885664252364,0.591497453780921
"NKIRAS1",138.024781448532,0.283656118950671,0.200338186741723,1.41588642467031,0.156808760201984,0.591497453780921
"STT3B",1905.98667960252,-0.159036453673398,0.112299687059304,-1.41617895684262,0.156723115359075,0.591497453780921
"BHLHB9",97.3831297500181,-0.31247930297241,0.22072414540842,-1.41570059040985,0.156863185453283,0.591497453780921
"NBEA",41.2090709175024,-0.460436340470411,0.325350366880666,-1.41520154068027,0.157009412941503,0.591782488336096
"SF3B2",4426.3898224152,0.123271375772261,0.0871182679382521,1.41498882713822,0.157071771931456,0.591836035809175
"TPI1",13519.0774836321,0.122036707021621,0.086267150452218,1.41463704761194,0.157174940626271,0.592043271602052
"TRIM41",739.711682405051,-0.165827944572929,0.117261162128094,-1.41417619920722,0.157310174375491,0.592371125382709
"PSMD1",4005.69626112811,0.137161624243712,0.0970080602360279,1.41391987335885,0.157385430117458,0.592472992825014
"AP1S3",1013.82615829551,-0.150146325771402,0.106226151105588,-1.41345915491335,0.157520762892299,0.592620940362092
"IPO11",138.177187879455,-0.291731402216612,0.206395552437945,-1.41345779388499,0.157521162815308,0.592620940362092
"TMEM179B",487.631922292536,0.2112376378896,0.149482092194891,1.4131300598482,0.157617486208184,0.592676430913645
"ELAC1",69.3581329367874,-0.354064904161882,0.250562623533261,-1.41307948954678,0.157632353157327,0.592676430913645
"LPIN3",1199.41318616294,0.160736165455947,0.113784162266648,1.41264093573294,0.15776132630072,0.59287402679778
"IKBKG",132.372693064712,0.284720909956778,0.201561941373077,1.4125727705201,0.157781380006146,0.59287402679778
"RSL1D1",3090.24049515006,0.134912599128518,0.0955497877040164,1.41196126512008,0.157961366782574,0.59336893616278
"RAB3GAP2",944.065286027041,-0.162263130405864,0.115014985257538,-1.41079990613858,0.158303622188234,0.593841571302847
"MRPL46",220.885111378356,0.232887497752316,0.165093317558939,1.41064157650823,0.158350325789247,0.593841571302847
